count	class	samples
2	rounded-2xl	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres" | <div.relative.hidden.lg:block.flex-1.min-w-0.rounded-2xl.overflow-hidden>
2	shadow-2xl	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	shadow-lg	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
2	shrink-0	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2> | <svg.h-4.w-4.shrink-0.transition-transform.duration-200>
2	sm:flex-row	<div.flex.flex-col.sm:flex-row.gap-3> "Email Address *Phone Number *" | <div.flex.flex-col.sm:flex-row.gap-3> "Password *Confirm Password *"
2	stroke-current	<svg.fill-transparent.stroke-current.dark:fill-transparent>
2	text-center	<div.py-12.text-center> "Start typing to search products" | <div.flex.flex-col.items-center.justify-center.h-64.text-center> "Your cart is emptyAdd items to your cart to see them here"
2	text-emerald-600	<span.text-emerald-600.dark:text-emerald-400.flex-shrink-0> | <span.text-emerald-600.dark:text-emerald-400.font-medium> "Login"
2	text-xl	<p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty" | <h2.text-xl.sm:text-2xl.font-bold.text-neutral-900.dark:text-white.flex.items-center.gap-2> "Create your account"
2	transition-opacity	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	translate-x-full	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	w-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	w-auto	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum" | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
2	xl:min-w-[200px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	z-[60]	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount"
1	-translate-x-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	-translate-y-1	<div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
1	!min-h-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-h-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	[&>button]:pl-10	<div.relative.[&>button]:pl-10> "Select your countryAfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaCh"
1	active:bg-emerald-700	<button.w-full.py-2.5.sm:py-3.rounded-lg.bg-emerald-500.hover:bg-emerald-600.active:bg-emerald-700.text-white> "Sign up"
1	antialiased	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is"
1	bg-emerald-50	<div.flex.items-center.gap-2.px-3.py-2.5.rounded-lg.bg-emerald-50.dark:bg-emerald-900/20> "Use 8 or more characters with a mix of letters, numbers & symbols."
1	bg-neutral-50	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	bg-selected-color	<div.flex.items-center.justify-center.rounded-full.transition-all.duration-300.px-6.py-1>
1	border-0	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid>
1	border-emerald-200	<div.flex.items-center.gap-2.px-3.py-2.5.rounded-lg.bg-emerald-50.dark:bg-emerald-900/20> "Use 8 or more characters with a mix of letters, numbers & symbols."
1	border-solid	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid>
1	bottom-0	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount"
1	bottom-auto	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	box-border	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	dark:bg-black	<nav.px-3.h-16.border-t.border-neutral-200.bg-white.dark:border-neutral-800.dark:bg-black> "HomeCategoriesCartAccount"
1	dark:bg-emerald-900/20	<div.flex.items-center.gap-2.px-3.py-2.5.rounded-lg.bg-emerald-50.dark:bg-emerald-900/20> "Use 8 or more characters with a mix of letters, numbers & symbols."
1	dark:bg-neutral-900/50	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	dark:bg-selected-bg-bottom-dark	<div.flex.items-center.justify-center.rounded-full.transition-all.duration-300.px-6.py-1>
1	dark:border-emerald-800	<div.flex.items-center.gap-2.px-3.py-2.5.rounded-lg.bg-emerald-50.dark:bg-emerald-900/20> "Use 8 or more characters with a mix of letters, numbers & symbols."
1	dark:focus:ring-neutral-500	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	dark:focus:ring-neutral-600	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	dark:hover:border-neutral-600	<button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Select your country"
1	dark:placeholder:text-neutral-500	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	dark:text-selected-bottom-dark	<div.flex.items-center.justify-center.rounded-full.transition-all.duration-300.px-6.py-1>
1	data-[focus-visible=true]:outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	data-[focus-visible=true]:ring-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	disabled:cursor-default	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	disabled:cursor-not-allowed	<button.w-full.py-2.5.sm:py-3.rounded-lg.bg-emerald-500.hover:bg-emerald-600.active:bg-emerald-700.text-white> "Sign up"
1	disabled:opacity-60	<button.w-full.py-2.5.sm:py-3.rounded-lg.bg-emerald-500.hover:bg-emerald-600.active:bg-emerald-700.text-white> "Sign up"
1	dsv-2025.04.19-7e29	<span.dsv-2025.04.19-7e29>
1	duration-150	<div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
1	duration-500	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	ease-in-out	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	focus-visible:outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus-visible:ring-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus-visible:ring-offset-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus:border-transparent	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	focus:ring-neutral-300	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	focus:ring-neutral-900	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	font-inherit	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	gap-0.5	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances"
1	gap-10	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	gap-4	<div.lg:col-span-3.flex.flex-col.gap-4> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	gap-8	<div.w-full.max-w-screen-xl.flex.items-center.gap-8.lg:gap-12.xl:gap-16> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	gap-x-8	<div.flex.justify-between.gap-x-8.lg:gap-x-[50px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	gap-y-3	<form.flex.flex-col.gap-y-3.sm:gap-y-4> "Full Name *Email Address *Phone Number *Country *Select your countryAfghanistanAlbaniaAlgeriaArgenti"
1	grid	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	grid-cols-1	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	group	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	group-data-[focus-visible=true]:ring-2	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-focus	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-offset-2	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-offset-background	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:z-10	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[selected=true]:bg-primary	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[selected=true]:text-primary-foreground	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	h-[calc(100vh-180px)]	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products"
1	h-10	<svg.w-10.h-10>
1	h-12	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3>
1	h-64	<div.flex.flex-col.items-center.justify-center.h-64.text-center> "Your cart is emptyAdd items to your cart to see them here"
1	h-8	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum"
1	h-auto	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	hover:bg-emerald-600	<button.w-full.py-2.5.sm:py-3.rounded-lg.bg-emerald-500.hover:bg-emerald-600.active:bg-emerald-700.text-white> "Sign up"
1	hover:border-neutral-300	<button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Select your country"
1	hover:opacity-90	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	hover:text-neutral-200	<svg.text-white.hover:text-neutral-200.transition-colors>
1	inset-x-0	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount"
1	leading-[1.15]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	leading-relaxed	<p.text-sm.text-neutral-500.dark:text-neutral-400.leading-relaxed.max-w-[260px]> "Premium products with exceptional quality. Your satisfaction is our priority."
1	left-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	lg:bg-transparent	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	lg:border	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid>
1	lg:border-none	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	lg:col-span-3	<div.lg:col-span-3.flex.flex-col.gap-4> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:col-span-4	<div.lg:col-span-4> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	lg:col-span-5	<div.lg:col-span-5> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	lg:dark:bg-transparent	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	lg:flex-row	<div.flex.flex-col.lg:flex-row.gap-2> "Subscribe"
1	lg:gap-12	<div.w-full.max-w-screen-xl.flex.items-center.gap-8.lg:gap-12.xl:gap-16> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	lg:gap-x-[50px]	<div.flex.justify-between.gap-x-8.lg:gap-x-[50px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	lg:grid-cols-12	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:hidden	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount"
1	lg:max-w-[520px]	<div.w-full.lg:max-w-[520px].xl:max-w-[560px].flex-shrink-0.mx-auto.lg:mx-0> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	lg:mt-0	<form.mt-8.lg:mt-0.w-full.relative> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	lg:mx-0	<div.w-full.lg:max-w-[520px].xl:max-w-[560px].flex-shrink-0.mx-auto.lg:mx-0> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	lg:p-0	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	lg:shadow-none	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	lg:size-10	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	lg:w-fit	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	light	<html.light> "@layer{[data-react-aria-pressable]{touch-action:pan-x pan-y pinch-zoom}}@layer properties{@supports "
1	m-0	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	max-h-64	<div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
1	max-w-[260px]	<p.text-sm.text-neutral-500.dark:text-neutral-400.leading-relaxed.max-w-[260px]> "Premium products with exceptional quality. Your satisfaction is our priority."
1	max-w-fit	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	max-w-screen-xl	<div.w-full.max-w-screen-xl.flex.items-center.gap-8.lg:gap-12.xl:gap-16> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	mb-1	<h3.mb-1.text-sm.font-bold.text-neutral-900.dark:text-white> "Stay Updated"
1	mb-2	<p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty"
1	mb-4	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
1	mb-5	<div.flex.flex-col.xs:flex-row.xs:items-start.xs:justify-between.gap-3.mb-5.sm:mb-6> "Create your accountJoin us and start your journey todayHave an account? Login"
1	md:bottom-4	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	md:flex	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances"
1	md:flex-row	<div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
1	md:gap-3	<div.flex.items-center.gap-2.md:gap-3> "SearchStart typing to search productsShopping CartYour cart is emptyAdd items to your cart to see th"
1	md:grid-cols-2	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	md:h-9	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum"
1	md:pt-3	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing "
1	md:py-12	<div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white>
1	md:py-14	<div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	md:text-lg	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	md:top-auto	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	min-h-[calc(100vh-580px)]	<div.mx-auto.min-h-[calc(100vh-580px)].w-full.bg-white.dark:bg-neutral-950> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	min-h-[calc(100vh-80px)]	<div.w-full.mt-12.sm:mt-0.min-h-[calc(100vh-80px)].flex.items-center.justify-center.px-3> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	min-h-screen	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is"
1	mt-12	<div.w-full.mt-12.sm:mt-0.min-h-[calc(100vh-80px)].flex.items-center.justify-center.px-3> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	mt-2	<div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
1	mt-8	<form.mt-8.lg:mt-0.w-full.relative> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	mx-0	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	mx-2	<div.mx-2.flex.items-center.justify-center.gap-2> "Subscribe"
1	mx-6	<div.mx-6.border-b.border-neutral-100.dark:border-neutral-800>
1	object-cover	<img.object-cover>
1	opacity-[0.0001]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	outline-solid	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	outline-transparent	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	overflow-visible	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	p-0	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	p-5	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	pr-12	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	pt-2	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing "
1	py-1.5	<a.flex-shrink-0.self-start.px-3.py-1.5.rounded-full.border.border-neutral-300.dark:border-neutral-600> "Have an account? Login"
1	py-10	<div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white>
1	py-5	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search"
1	py-6	<div.flex.items-center.justify-between.px-6.py-6> "Shopping Cart"
1	py-8	<div.w-full.mt-12.sm:mt-0.min-h-[calc(100vh-80px)].flex.items-center.justify-center.px-3> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	right-2	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	rotate-[360deg]	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	select-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	self-start	<a.flex-shrink-0.self-start.px-3.py-1.5.rounded-full.border.border-neutral-300.dark:border-neutral-600> "Have an account? Login"
1	shadow-sm	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	size-9	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	sm:gap-y-4	<form.flex.flex-col.gap-y-3.sm:gap-y-4> "Full Name *Email Address *Phone Number *Country *Select your countryAfghanistanAlbaniaAlgeriaArgenti"
1	sm:max-w-md	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	sm:mb-6	<div.flex.flex-col.xs:flex-row.xs:items-start.xs:justify-between.gap-3.mb-5.sm:mb-6> "Create your accountJoin us and start your journey todayHave an account? Login"
1	sm:mt-0	<div.w-full.mt-12.sm:mt-0.min-h-[calc(100vh-80px)].flex.items-center.justify-center.px-3> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	sm:p-8	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	sm:px-6	<div.w-full.mt-12.sm:mt-0.min-h-[calc(100vh-80px)].flex.items-center.justify-center.px-3> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	sm:py-12	<div.w-full.mt-12.sm:mt-0.min-h-[calc(100vh-80px)].flex.items-center.justify-center.px-3> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	sm:text-2xl	<h2.text-xl.sm:text-2xl.font-bold.text-neutral-900.dark:text-white.flex.items-center.gap-2> "Create your account"
1	sr-only	<span.sr-only> "Go to homepage"
1	tap-highlight-transparent	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	text-[100%]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	text-2xl	<h2.text-2xl.font-semibold.text-neutral-900.dark:text-white> "Shopping Cart"
1	text-base	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	text-black	<svg.h-5.w-5.text-black.dark:text-white>
1	text-emerald-700	<p.text-xs.text-emerald-700.dark:text-emerald-400> "Use 8 or more characters with a mix of letters, numbers & symbols."
1	text-foreground	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is"
1	text-lg	<h2.text-lg.font-bold.text-neutral-900.dark:text-white> "Search"
1	top-[13px]	<span.absolute.left-3.top-[13px].z-10.text-emerald-500.pointer-events-none>
1	top-4	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	touch-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	tracking-wide	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	w-[80%]	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	w-10	<svg.w-10.h-10>
1	w-12	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3>
1	w-16	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
1	w-fit	<a.flex.items-center.gap-2.cursor-pointer.w-fit> "LogoipsumGo to homepage"
