count	class	samples
3	bg-gray-200	<div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Free ShippingOn orders over $50" | <div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Fast Delivery2-3 business days" | <div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Easy Returns30-day return policy"
3	bottom-0	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount" | <div.absolute.bottom-0.right-1.top-0.flex.w-9.items-center.justify-center> | <span.absolute.bottom-0.h-[2px].bg-neutral-900.dark:bg-white.transition-all.duration-300.ease-in-out>
3	dark:bg-gray-700	<div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Free ShippingOn orders over $50" | <div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Fast Delivery2-3 business days" | <div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Easy Returns30-day return policy"
3	dark:bg-white	<span.absolute.bottom-0.h-[2px].bg-neutral-900.dark:bg-white.transition-all.duration-300.ease-in-out> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
3	dark:hover:text-neutral-900	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	focus:outline-none	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
3	focus:ring-2	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
3	grid-cols-1	<div.grid.grid-cols-1.lg:grid-cols-2.gap-8.lg:gap-16> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0 Rat" | <div.grid.grid-cols-1.gap-4.mb-8.mt-8> "Shipping InfoFree ShippingOn orders over $50Fast Delivery2-3 business daysEasy Returns30-day return " | <div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
3	h-9	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	hover:bg-neutral-800	<button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
3	items-start	<div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Free ShippingOn orders over $50" | <div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Fast Delivery2-3 business days" | <div.flex.items-start.bg-gray-200.dark:bg-gray-700.p-2.rounded-xl.gap-3> "Easy Returns30-day return policy"
3	lg:h-11	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	lg:w-11	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	mb-3	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <h1.text-2xl.md:text-3xl.lg:text-4xl.font-bold.text-neutral-900.dark:text-white.mb-3.line-clamp-2> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution." | <div.mb-3> "Stay UpdatedGet exclusive offers, new arrivals, and more."
3	mt-2	<div.block.w-full.justify-center.md:hidden.px-4.mt-2.z-10> | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Variant 4 (+250)Variant 4 (+100)Variant 4 6 (+57)"
3	outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9> | <div.max-w-[550px].relative.w-full.mx-auto.xl:min-w-[516px].outline-none.hover:outline-none> | <input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
3	overflow-hidden	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2> | <button.relative.aspect-square.rounded-lg.overflow-hidden.border-2.transition-all.cursor-pointer.border-neutral-900> | <div.flex-1.relative.aspect-square.rounded-2xl.overflow-hidden.bg-neutral-100.dark:bg-neutral-800.cursor-zoom-in>
3	placeholder:text-neutral-400	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
3	py-2.5	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
3	rounded-md	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	shadow-lg	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Variant 4 (+250)Variant 4 (+100)Variant 4 6 (+57)"
3	tracking-wider	<p.text-xs.font-semibold.uppercase.tracking-wider.text-neutral-400.mb-2> | <th.px-6.py-3.text-left.text-xs.font-medium.text-neutral-500.dark:text-neutral-400.uppercase> "Attribute" | <th.px-6.py-3.text-left.text-xs.font-medium.text-neutral-500.dark:text-neutral-400.uppercase> "Value"
3	transition-opacity	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm>
3	uppercase	<p.text-xs.font-semibold.uppercase.tracking-wider.text-neutral-400.mb-2> | <th.px-6.py-3.text-left.text-xs.font-medium.text-neutral-500.dark:text-neutral-400.uppercase> "Attribute" | <th.px-6.py-3.text-left.text-xs.font-medium.text-neutral-500.dark:text-neutral-400.uppercase> "Value"
2	-translate-y-1	<div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Variant 4 (+250)Variant 4 (+100)Variant 4 6 (+57)"
2	aspect-square	<button.relative.aspect-square.rounded-lg.overflow-hidden.border-2.transition-all.cursor-pointer.border-neutral-900> | <div.flex-1.relative.aspect-square.rounded-2xl.overflow-hidden.bg-neutral-100.dark:bg-neutral-800.cursor-zoom-in>
2	bg-black/40	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	bg-emerald-500	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500> | <div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
2	bg-green-500	<button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart" | <button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors>
2	border-2	<button.relative.aspect-square.rounded-lg.overflow-hidden.border-2.transition-all.cursor-pointer.border-neutral-900> | <div.flex.items-center.rounded-lg.border-2.border-neutral-200.dark:border-neutral-700> "1"
2	dark:fill-transparent	<svg.fill-transparent.stroke-current.dark:fill-transparent>
2	dark:fill-white	<svg.fill-black/[62].dark:fill-white>
2	dark:hover:bg-neutral-100	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	dark:hover:bg-neutral-800	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	dark:hover:border-neutral-600	<button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Variant 4 (+250), Variant 4 (+100) +1"
2	dark:hover:text-neutral-200	<button.flex.items-center.gap-2.text-sm.transition-colors.text-neutral-500.hover:text-neutral-700.cursor-pointer> "Add to Wishlist" | <button.flex.items-center.gap-2.text-sm.transition-colors.text-neutral-500.hover:text-neutral-700.cursor-pointer> "Add to Compare"
2	dark:text-neutral-500	<button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Reviews (0)" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
2	dark:text-neutral-600	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
2	divide-neutral-200	<table.min-w-full.divide-y.divide-neutral-200.dark:divide-neutral-700> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t" | <tbody.bg-white.divide-y.divide-neutral-200.dark:bg-neutral-900.dark:divide-neutral-800> "DevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp to 48 hours com"
2	divide-y	<table.min-w-full.divide-y.divide-neutral-200.dark:divide-neutral-700> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t" | <tbody.bg-white.divide-y.divide-neutral-200.dark:bg-neutral-900.dark:divide-neutral-800> "DevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp to 48 hours com"
2	duration-150	<div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Variant 4 (+250)Variant 4 (+100)Variant 4 6 (+57)"
2	duration-500	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2> | <img.object-cover.transition-transform.duration-500.group-hover:scale-105>
2	ease-in-out	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2> | <span.absolute.bottom-0.h-[2px].bg-neutral-900.dark:bg-white.transition-all.duration-300.ease-in-out>
2	fill-black/[62]	<svg.fill-black/[62].dark:fill-white>
2	fill-transparent	<svg.fill-transparent.stroke-current.dark:fill-transparent>
2	gap-0.5	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances" | <div.flex.items-center.gap-0.5>
2	gap-x-2	<div.flex.items-center.gap-x-2> "Logoipsum"
2	group	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9> | <div.flex-1.relative.aspect-square.rounded-2xl.overflow-hidden.bg-neutral-100.dark:bg-neutral-800.cursor-zoom-in>
2	h-12	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart"
2	h-16	<nav.px-3.h-16.border-t.border-neutral-200.bg-white.dark:border-neutral-800.dark:bg-black> "HomeCategoriesCartAccount" | <svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
2	h-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	hover:bg-green-600	<button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart" | <button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors>
2	hover:bg-neutral-100	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	hover:border-neutral-300	<button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Variant 4 (+250), Variant 4 (+100) +1"
2	hover:opacity-90	<button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart" | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	hover:text-neutral-600	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Reviews (0)"
2	hover:text-neutral-700	<button.flex.items-center.gap-2.text-sm.transition-colors.text-neutral-500.hover:text-neutral-700.cursor-pointer> "Add to Wishlist" | <button.flex.items-center.gap-2.text-sm.transition-colors.text-neutral-500.hover:text-neutral-700.cursor-pointer> "Add to Compare"
2	inset-0	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	leading-relaxed	<p.text-neutral-500.dark:text-neutral-400.leading-relaxed.line-clamp-4> "Devices: Phone, earbuds, watch, power bank Storage: 256GB built-in phone storage Battery: Up to 48 h" | <p.text-sm.text-neutral-500.dark:text-neutral-400.leading-relaxed.max-w-[260px]> "Premium products with exceptional quality. Your satisfaction is our priority."
2	lg:flex	<div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	lg:min-w-[160px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	max-h-64	<div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Variant 4 (+250)Variant 4 (+100)Variant 4 6 (+57)"
2	max-w-[420px]	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	mb-2	<p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty" | <p.text-xs.font-semibold.uppercase.tracking-wider.text-neutral-400.mb-2>
2	mb-4	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4> | <h3.text-base.font-semibold.mb-4.text-neutral-900.dark:text-white> "Shipping Info"
2	mb-8	<nav.flex.items-center.gap-2.text-sm.text-neutral-500.dark:text-neutral-400.mb-8> "HomeProductsA smartphone and earphone bundle offers an all-in-one mobile communication and audio sol" | <div.grid.grid-cols-1.gap-4.mb-8.mt-8> "Shipping InfoFree ShippingOn orders over $50Fast Delivery2-3 business daysEasy Returns30-day return "
2	md:flex-row	<div.flex.flex-col.md:flex-row.gap-3> "Free ShippingOn orders over $50Fast Delivery2-3 business daysEasy Returns30-day return policy" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
2	md:px-8	<button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Description" | <button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Reviews (0)"
2	md:py-3	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	md:text-base	<button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Description" | <button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Reviews (0)"
2	mt-16	<div.w-full.mt-16> "DescriptionReviews (0)AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in ph" | <div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
2	mt-8	<div.grid.grid-cols-1.gap-4.mb-8.mt-8> "Shipping InfoFree ShippingOn orders over $50Fast Delivery2-3 business daysEasy Returns30-day return " | <form.mt-8.lg:mt-0.w-full.relative> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
2	object-cover	<img.object-cover> | <img.object-cover.transition-transform.duration-500.group-hover:scale-105>
2	overflow-x-auto	<div.flex.overflow-x-auto.scrollbar-hide.-mb-px> "DescriptionReviews (0)" | <div.overflow-x-auto> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t"
2	p-1	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	py-12	<div.py-12.text-center> "Start typing to search products" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
2	py-6	<div.flex.items-center.justify-between.px-6.py-6> "Shopping Cart" | <div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.py-6.md:py-10.mt-5> "HomeProductsA smartphone and earphone bundle offers an all-in-one mobile communication and audio sol"
2	shadow-2xl	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	stroke-current	<svg.fill-transparent.stroke-current.dark:fill-transparent>
2	text-2xl	<h2.text-2xl.font-semibold.text-neutral-900.dark:text-white> "Shopping Cart" | <h1.text-2xl.md:text-3xl.lg:text-4xl.font-bold.text-neutral-900.dark:text-white.mb-3.line-clamp-2> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution."
2	text-xl	<p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty" | <p.text-xl.font-bold.text-neutral-900.dark:text-white> "$20,074.00"
2	tracking-wide	<button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart" | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	translate-x-full	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	w-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	w-auto	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum" | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
2	whitespace-nowrap	<button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Description" | <button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Reviews (0)"
2	xl:min-w-[200px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	z-[60]	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount"
1	-mb-px	<div.flex.overflow-x-auto.scrollbar-hide.-mb-px> "DescriptionReviews (0)"
1	-translate-x-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	-translate-y-1/2	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	!min-h-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-h-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	animate-in	<div.animate-in.fade-in.duration-300> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t"
1	antialiased	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is"
1	bg-black	<button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors>
1	bg-blue-600	<button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors>
1	bg-neutral-200	<button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors>
1	bg-neutral-800	<input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
1	bg-selected-color	<div.flex.items-center.justify-center.rounded-full.transition-all.duration-300.px-6.py-1>
1	bg-white/80	<div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm>
1	border-0	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid>
1	border-neutral-700	<input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
1	border-neutral-900	<button.relative.aspect-square.rounded-lg.overflow-hidden.border-2.transition-all.cursor-pointer.border-neutral-900>
1	border-solid	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid>
1	bottom-4	<div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm>
1	bottom-auto	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	box-border	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	cursor-zoom-in	<div.flex-1.relative.aspect-square.rounded-2xl.overflow-hidden.bg-neutral-100.dark:bg-neutral-800.cursor-zoom-in>
1	dark:bg-black	<nav.px-3.h-16.border-t.border-neutral-200.bg-white.dark:border-neutral-800.dark:bg-black> "HomeCategoriesCartAccount"
1	dark:bg-black/50	<div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm>
1	dark:bg-green-500	<button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart"
1	dark:bg-neutral-700	<button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors>
1	dark:bg-neutral-900/50	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	dark:bg-selected-bg-bottom-dark	<div.flex.items-center.justify-center.rounded-full.transition-all.duration-300.px-6.py-1>
1	dark:border-white	<button.relative.aspect-square.rounded-lg.overflow-hidden.border-2.transition-all.cursor-pointer.border-neutral-900>
1	dark:divide-neutral-700	<table.min-w-full.divide-y.divide-neutral-200.dark:divide-neutral-700> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t"
1	dark:divide-neutral-800	<tbody.bg-white.divide-y.divide-neutral-200.dark:bg-neutral-900.dark:divide-neutral-800> "DevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp to 48 hours com"
1	dark:focus:ring-neutral-500	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	dark:focus:ring-neutral-600	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	dark:hover:bg-green-600	<button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart"
1	dark:hover:bg-neutral-600	<button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors>
1	dark:placeholder:text-neutral-500	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	dark:ring-neutral-700	<button.relative.aspect-square.rounded-lg.overflow-hidden.border-2.transition-all.cursor-pointer.border-neutral-900>
1	dark:text-selected-bottom-dark	<div.flex.items-center.justify-center.rounded-full.transition-all.duration-300.px-6.py-1>
1	data-[focus-visible=true]:outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	data-[focus-visible=true]:ring-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	disabled:cursor-default	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
