count	class	samples
2	focus:ring-2	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
2	gap-x-2	<div.flex.items-center.gap-x-2> "Logoipsum"
2	grid	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
2	h-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	hover:bg-neutral-100	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	left-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto> | <div.absolute.left-1/2.-bottom-12.sm:-bottom-14.lg:-bottom-16.-translate-x-1/2.z-10>
2	lg:flex	<div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	lg:flex-row	<div.flex.flex-col.lg:flex-row.gap-6.lg:gap-8> "ProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage your personal details and accou" | <div.flex.flex-col.lg:flex-row.gap-2> "Subscribe"
2	lg:min-w-[160px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	max-w-[420px]	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	mb-3	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <div.mb-3> "Stay UpdatedGet exclusive offers, new arrivals, and more."
2	md:py-3	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	min-h-screen	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.customer-layout-wrapper.bg-white.dark:bg-neutral-950.min-h-screen> "sgsdg@dffd.comVerified AccountProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage y"
2	mt-1	<p.text-sm.text-neutral-500.dark:text-neutral-400.mt-1> "Manage your personal details and account information." | <div.flex.gap-3.mt-1>
2	opacity-0	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	overflow-hidden	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2> | <div.hero-banner.relative.w-full.h-[180px].sm:h-[220px].lg:h-[280px].bg-white.dark:bg-neutral-900>
2	overflow-y-auto	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products" | <div.flex-1.overflow-y-auto.px-6> "Your cart is emptyAdd items to your cart to see them here"
2	p-1	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	placeholder:text-neutral-400	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
2	py-12	<div.py-12.text-center> "Start typing to search products" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
2	py-8	<div.container.mx-auto.px-4.sm:px-6.py-8.lg:py-12> "ProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage your personal details and accou" | <div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
2	shadow-2xl	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	shadow-lg	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full>
2	text-lg	<h2.text-lg.font-bold.text-neutral-900.dark:text-white> "Search" | <h1.text-lg.sm:text-xl.lg:text-2xl.font-bold.text-neutral-900.dark:text-white.break-words> "sgsdg@dffd.com"
2	text-xl	<p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty" | <h2.text-xl.font-bold.text-neutral-900.dark:text-white> "Profile Information"
2	transition-opacity	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	translate-x-full	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	w-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	w-auto	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum" | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
2	xl:min-w-[200px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	z-[60]	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden.sf-hidden>
1	-bottom-12	<div.absolute.left-1/2.-bottom-12.sm:-bottom-14.lg:-bottom-16.-translate-x-1/2.z-10>
1	-translate-y-1/2	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	!min-h-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-h-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-8	<div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	!min-w-9	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
1	active:bg-emerald-700	<label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600>
1	antialiased	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin"
1	bg-emerald-50	<div.inline-flex.items-center.gap-1.px-3.py-1.rounded-full.text-xs.font-semibold> "Verified Account"
1	bg-emerald-50/50	<button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile"
1	bg-gradient-to-b	<div.absolute.inset-0.w-full.h-full.bg-gradient-to-b.from-emerald-50/20.to-white.dark:from-neutral-900>
1	border-2	<label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600>
1	border-4	<div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full>
1	border-emerald-100	<div.inline-flex.items-center.gap-1.px-3.py-1.rounded-full.text-xs.font-semibold> "Verified Account"
1	border-emerald-500	<button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile"
1	border-green-500	<button.flex.shrink-0.items-center.gap-2.cursor-pointer.border.border-green-500.text-green-600> "Edit Profile"
1	border-r-4	<button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile"
1	bottom-auto	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	box-border	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	break-words	<h1.text-lg.sm:text-xl.lg:text-2xl.font-bold.text-neutral-900.dark:text-white.break-words> "sgsdg@dffd.com"
1	container	<div.container.mx-auto.px-4.sm:px-6.py-8.lg:py-12> "ProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage your personal details and accou"
1	customer-layout-wrapper	<div.customer-layout-wrapper.bg-white.dark:bg-neutral-950.min-h-screen> "sgsdg@dffd.comVerified AccountProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage y"
1	dark	<html.dark> "@layer{[data-react-aria-pressable]{touch-action:pan-x pan-y pinch-zoom}}@layer properties{@supports "
1	dark:bg-emerald-950/10	<button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile"
1	dark:bg-emerald-950/20	<div.inline-flex.items-center.gap-1.px-3.py-1.rounded-full.text-xs.font-semibold> "Verified Account"
1	dark:bg-neutral-900/50	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	dark:bg-white	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	dark:border-emerald-800/30	<div.inline-flex.items-center.gap-1.px-3.py-1.rounded-full.text-xs.font-semibold> "Verified Account"
1	dark:focus:ring-neutral-500	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	dark:focus:ring-neutral-600	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	dark:from-neutral-900	<div.absolute.inset-0.w-full.h-full.bg-gradient-to-b.from-emerald-50/20.to-white.dark:from-neutral-900>
1	dark:hover:bg-green-900/20	<button.flex.shrink-0.items-center.gap-2.cursor-pointer.border.border-green-500.text-green-600> "Edit Profile"
1	dark:hover:bg-neutral-100	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	dark:opacity-20	<svg.w-full.h-full.opacity-70.dark:opacity-20.pointer-events-none>
1	dark:placeholder:text-neutral-500	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	dark:text-neutral-500	<div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
1	dark:to-neutral-950	<div.absolute.inset-0.w-full.h-full.bg-gradient-to-b.from-emerald-50/20.to-white.dark:from-neutral-900>
1	data-[focus-visible=true]:outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	data-[focus-visible=true]:ring-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	desktop-customer-layout	<div.desktop-customer-layout> "sgsdg@dffd.comVerified AccountProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage y"
1	disabled:cursor-default	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	dl-input-translation-container	<div.dl-input-translation-container.svelte-95aucy>
1	dsv-2025.04.19-7e29	<span.dsv-2025.04.19-7e29>
1	duration-500	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	ease-in-out	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	focus-visible:outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus-visible:ring-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus-visible:ring-offset-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus:border-transparent	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	focus:ring-neutral-300	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	focus:ring-neutral-900	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	font-inherit	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	from-emerald-50/20	<div.absolute.inset-0.w-full.h-full.bg-gradient-to-b.from-emerald-50/20.to-white.dark:from-neutral-900>
1	gap-0.5	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances"
1	gap-10	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	gap-6	<div.flex.flex-col.lg:flex-row.gap-6.lg:gap-8> "ProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage your personal details and accou"
1	gap-x-8	<div.flex.justify-between.gap-x-8.lg:gap-x-[50px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	grid-cols-1	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	grid-cols-2	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	group	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	group-data-[focus-visible=true]:ring-2	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-focus	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-offset-2	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-offset-background	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:z-10	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[selected=true]:bg-primary	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[selected=true]:text-primary-foreground	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	h-[180px]	<div.hero-banner.relative.w-full.h-[180px].sm:h-[220px].lg:h-[280px].bg-white.dark:bg-neutral-900>
1	h-[calc(100vh-180px)]	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products"
1	h-12	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3>
1	h-16	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
1	h-18	<svg.w-18.h-18.text-emerald-500>
1	h-24	<div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full>
1	h-3.5	<svg.w-3.5.h-3.5.text-emerald-500>
1	h-64	<div.flex.flex-col.items-center.justify-center.h-64.text-center> "Your cart is emptyAdd items to your cart to see them here"
1	h-auto	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	hero-banner	<div.hero-banner.relative.w-full.h-[180px].sm:h-[220px].lg:h-[280px].bg-white.dark:bg-neutral-900>
1	hover:bg-emerald-50/50	<button.w-full.text-left.px-4.py-3.rounded-xl.flex.items-center.gap-3> "Logout"
1	hover:bg-emerald-600	<label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600>
1	hover:bg-green-50	<button.flex.shrink-0.items-center.gap-2.cursor-pointer.border.border-green-500.text-green-600> "Edit Profile"
1	hover:bg-neutral-800	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	hover:opacity-90	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	hover:text-neutral-200	<svg.text-white.hover:text-neutral-200.transition-colors>
1	hover:text-neutral-600	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	inset-x-0	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden.sf-hidden>
1	items-start	<div.flex.items-start.justify-between.gap-4.mb-6> "Profile InformationManage your personal details and account information.Edit Profile"
1	leading-[1.15]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	leading-relaxed	<p.text-sm.text-neutral-500.dark:text-neutral-400.leading-relaxed.max-w-[260px]> "Premium products with exceptional quality. Your satisfaction is our priority."
1	left-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin"
1	lg:-bottom-16	<div.absolute.left-1/2.-bottom-12.sm:-bottom-14.lg:-bottom-16.-translate-x-1/2.z-10>
1	lg:bg-transparent	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	lg:block	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:border-none	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	lg:col-span-3	<div.lg:col-span-3.flex.flex-col.gap-4> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:col-span-4	<div.lg:col-span-4> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	lg:col-span-5	<div.lg:col-span-5> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	lg:dark:bg-transparent	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	lg:flex-shrink-0	<aside.w-full.lg:w-72.lg:flex-shrink-0> "ProfileAddressesWishlistOrdersReviewsLogout"
1	lg:gap-8	<div.flex.flex-col.lg:flex-row.gap-6.lg:gap-8> "ProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage your personal details and accou"
1	lg:gap-x-[50px]	<div.flex.justify-between.gap-x-8.lg:gap-x-[50px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	lg:grid-cols-12	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:h-[280px]	<div.hero-banner.relative.w-full.h-[180px].sm:h-[220px].lg:h-[280px].bg-white.dark:bg-neutral-900>
1	lg:h-11	<div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
1	lg:h-32	<div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full>
1	lg:hidden	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden.sf-hidden>
1	lg:mt-0	<form.mt-8.lg:mt-0.w-full.relative> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	lg:my-12	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	lg:p-0	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	lg:pt-20	<div.pt-16.lg:pt-20.pb-6.px-4.text-center.border-b.border-neutral-100.dark:border-neutral-800> "sgsdg@dffd.comVerified Account"
1	lg:py-12	<div.container.mx-auto.px-4.sm:px-6.py-8.lg:py-12> "ProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage your personal details and accou"
1	lg:shadow-none	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	lg:size-10	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	lg:sticky	<nav.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-3> "ProfileAddressesWishlistOrdersReviewsLogout"
1	lg:text-2xl	<h1.text-lg.sm:text-xl.lg:text-2xl.font-bold.text-neutral-900.dark:text-white.break-words> "sgsdg@dffd.com"
1	lg:top-24	<nav.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-3> "ProfileAddressesWishlistOrdersReviewsLogout"
1	lg:w-11	<div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
1	lg:w-32	<div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full>
1	lg:w-72	<aside.w-full.lg:w-72.lg:flex-shrink-0> "ProfileAddressesWishlistOrdersReviewsLogout"
1	lg:w-fit	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	m-0	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	max-w-[260px]	<p.text-sm.text-neutral-500.dark:text-neutral-400.leading-relaxed.max-w-[260px]> "Premium products with exceptional quality. Your satisfaction is our priority."
1	max-w-fit	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	max-w-lg	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	mb-1	<h3.mb-1.text-sm.font-bold.text-neutral-900.dark:text-white> "Stay Updated"
1	mb-10	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	mb-2	<p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty"
1	mb-4	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
1	mb-6	<div.flex.items-start.justify-between.gap-4.mb-6> "Profile InformationManage your personal details and account information.Edit Profile"
1	md:bottom-4	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	md:flex	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances"
1	md:flex-row	<div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
1	md:gap-3	<div.flex.items-center.gap-2.md:gap-3> "SearchStart typing to search productsShopping CartYour cart is emptyAdd items to your cart to see th"
1	md:gap-6	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:grid-cols-2	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	md:grid-cols-4	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:h-9	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum"
1	md:max-w-4xl	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:my-20	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:p-8	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	md:pt-3	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin"
1	md:py-12	<div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:py-14	<div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	md:text-lg	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	md:top-auto	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
